Source.IP,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Most_usable_protocol
192.168.142.41,2565579194700,1150500,4525500,146533800,3393516300.0,SIMET
192.168.142.42,62784318000,28500,47400,1096500,53255400.0,DEEZER
192.168.142.43,6736404445800,10126500,27191700,395470200,65927383200.0,TWITTER
192.168.142.44,2811773400,85200,67800,8520300,128298300.0,TWITCH
192.168.142.45,4794219612900,1821300,3738900,251819400,2490339900.0,MICROSOFT
192.168.142.46,2348413676100,948900,4893600,51207900,6595614900.0,CONTENT_FLASH
192.168.142.48,5283255842100,5625900,17694900,309528600,35128889100.0,SKINNY
192.168.142.49,62773656300,15900,12900,801000,6124200.0,NETFLIX
192.168.142.5,7438536771300,5600100,11841300,225462000,21987652800.0,VK
192.168.142.52,3274453275900,1145400,1572000,110817300,1133615100.0,GOOGLE_MAPS
192.168.142.55,2313005278800,2724600,10242600,126642000,13591233300.0,HTTP_DOWNLOAD
192.168.142.56,4025015999400,1032000,3752700,82392300,2863735800.0,HTTP_CONNECT
192.168.142.58,4701427268100,3216600,9389400,418685400,7468609500.0,BitTorrent
192.168.142.59,6273214080300,20604900,27360600,505276500,59024932200.0,APPLE_ITUNES
192.168.142.6,21563964600,45300,79500,5515200,54552900.0,INSTAGRAM
192.168.142.61,2958985528200,1518900,2721300,169785900,2565160800.0,SSL_NO_CERT
192.168.142.63,6219295120200,3460500,5830800,222858000,5586412800.0,YAHOO
192.168.142.65,47206015500,65400,75600,23673900,62540700.0,VK
192.168.142.66,1342932990900,8958900,14969400,213768000,34692888600.0,OPENSIGNAL
192.168.142.68,6015064046100,9000900,7643700,11620204500,2265792300.0,SKINNY
192.168.142.69,4373172900,20400,43500,3479400,13645200.0,MSSQL
192.168.142.71,1121275270800,2006700,3253500,89139300,6203576700.0,TOR
192.168.142.8,1903366791900,3694800,5621700,309750600,8310380700.0,TOR
192.168.142.9,281993693400,780300,2217600,91963200,1806416700.0,NTP
192.168.150.10,5815441029900,2445600,6320100,357001500,5615124900.0,OSCAR
192.168.150.11,9642564714900,4195800,15428400,641695500,4307430000.0,WIKIPEDIA
192.168.150.16,3745758375900,24412500,125509500,312997200,302790692100.0,SPOTIFY
192.168.150.18,2953950461400,521400,1768800,114105000,1247665800.0,SKINNY
192.168.150.23,1802734868400,1186200,4979700,159592200,6563977200.0,WHOIS_DAS
192.168.150.36,382131572100,187800,357300,22826100,65288400.0,TWITCH
192.168.150.39,105870900,3000,5100,463200,799800.0,SSL_NO_CERT
192.168.150.6,108957198600,71400,94200,44669400,48922500.0,ORACLE
192.168.150.9,1043717570400,397200,924900,55461000,444462900.0,SKINNY
192.168.151.12,5630674530600,2899800,9461100,355422900,10817103300.0,SSL
192.168.151.13,10780832700,74700,125100,11377200,25607100.0,SSL_NO_CERT
192.168.151.2,7071300645900,10815900,21829200,1305000600,32343130800.0,HTTP
192.168.151.3,859637871000,1711800,3051000,96236100,5166861900.0,HTTP_DOWNLOAD
192.168.151.4,2291598095400,846000,2941800,78054000,2091692400.0,HTTP_DOWNLOAD
192.168.151.5,194978100,3900,14400,440700,3919500.0,DEEZER
192.168.151.7,1976743439700,1176300,1108200,64854300,2044595700.0,SSH
192.168.151.8,5315431188300,18134700,43889700,871587000,87142483200.0,UBUNTUONE
192.168.151.9,3670896990000,3955800,12852300,551027400,11008771800.0,OFFICE_365
192.168.171.12,100951200,3600,7500,668100,5250600.0,POP3
192.168.171.13,2182193666400,565200,1867500,53496900,1445856600.0,EASYTAXI
192.168.171.14,1316425490700,202200,408900,19254600,225786900.0,AMAZON
192.168.171.15,7822074600,15000,50100,2613300,22278600.0,OFFICE_365
192.168.171.2,369979908600,78600,162000,22028100,56057400.0,TOR
192.168.171.24,35609255100,52800,81900,2672100,91168200.0,DROPBOX
192.168.171.26,1804078913100,242400,625800,26630700,377614500.0,MICROSOFT
192.168.171.27,185316129000,538500,1278600,10428600,2291440500.0,VK
192.168.171.4,59080507500,20700,48900,1241400,7010400.0,UPNP
192.168.171.5,13587862800,8400,12600,475500,446100.0,IMAP
192.168.171.8,27067552800,42000,123300,23416800,7596300.0,MS_ONE_DRIVE
192.168.180.10,1574087837400,1084200,1167600,116884500,1550286000.0,TOR
192.168.180.102,51632166900,99900,145500,8689500,64212900.0,EBAY
192.168.180.103,1957930717800,802500,1503900,80888100,1337042700.0,WHATSAPP
192.168.180.108,232030375500,39300,203100,2183700,170280000.0,AMAZON
192.168.180.11,91588293900,398100,847200,32973000,966034500.0,SPOTIFY
192.168.180.111,2266061583900,735000,837000,98793000,707388600.0,DROPBOX
192.168.180.112,3520407214500,1320000,3510300,166578000,2664625500.0,NFS
192.168.180.113,1188820486500,908400,1717200,128191200,1152954300.0,WAZE
192.168.180.114,892511439000,173400,549000,14587500,583628400.0,OPENVPN
192.168.180.117,10133600111100,16531800,17020200,539708700,36850071300.0,SSL
192.168.180.118,1889359606200,664200,2016600,93053100,856467000.0,ORACLE
192.168.180.119,6399639104100,5868300,10056000,318594300,13165248000.0,APPLE_ICLOUD
192.168.180.12,1948617824100,402000,1201200,54076800,232881900.0,FTP_DATA
192.168.180.134,7995602751600,10104300,28063800,258342600,54868882500.0,EDONKEY
192.168.180.14,42286311169800,150376200,245816100,5004807000,445433088600.0,YAHOO
192.168.180.143,160454530500,33300,63600,3312000,11551200.0,MS_ONE_DRIVE
192.168.180.145,124649537100,87300,236100,11467800,63682500.0,APPLE
192.168.180.15,311631313800,180000,214200,13132800,43857600.0,SKINNY
192.168.180.16,22799034279300,51003000,91198500,1499423400,181913105100.0,WIKIPEDIA
192.168.180.17,693913437300,1074900,3145200,69675900,4273409400.0,APPLE
192.168.180.18,4262945079300,24025800,34858200,544586100,76040534100.0,AMAZON
192.168.180.2,179968541700,13200,57000,1421700,4306500.0,INSTAGRAM
192.168.180.20,234978900,6000,10500,916200,847200.0,CITRIX
192.168.180.22,289205063400,107400,531300,10603200,390038400.0,TOR
192.168.180.25,2876010105900,5539500,5456100,5260644000,4480183800.0,DNS
192.168.180.29,3412696091700,1933200,3171000,488499900,2167734300.0,TOR
192.168.180.3,2256110160300,5166600,7436700,198549300,18045066000.0,GMAIL
192.168.180.31,6715380914100,9990900,23402100,229857000,43179686400.0,HTTP
192.168.180.35,179830579200,43500,53400,4931700,8248500.0,SSL_NO_CERT
192.168.180.37,22192446775800,144466800,228273000,20161572600,224024072400.0,SPOTIFY
192.168.180.4,834132510600,1590900,1777200,257535000,1833983100.0,CITRIX
192.168.180.41,427577515800,187200,208200,41373300,124038600.0,APPLE
192.168.180.42,61319646600,9000,6900,691800,6290400.0,APPLE
192.168.180.43,299656396800,65400,65400,10742100,21617700.0,IMAP
192.168.180.44,5982606788400,13644600,21520800,331230300,39966395400.0,IP_ICMP
192.168.180.46,206901453900,48900,59100,3444900,21645900.0,SSL
192.168.180.47,235878368100,702000,786600,79343700,945154800.0,DNS
192.168.180.49,3208620485700,25949100,50667600,341002500,122879348400.0,SIMET
192.168.180.5,9117306970500,8948700,34530300,405259500,81402972900.0,DNS
192.168.180.51,1560552459000,18991200,164598900,194167500,404280334200.0,TWITCH
192.168.180.52,16169501777700,10161000,16762500,3740371500,7990104900.0,OPENVPN
192.168.180.54,117198900,21900,24300,1536000,7755600.0,MICROSOFT
192.168.180.55,2758646111700,1086600,1649400,72175800,2266546500.0,DNS
192.168.180.58,3948761996400,1462800,5396700,211921500,6020595900.0,NetBIOS
192.168.180.6,18556766362800,17279100,59734800,1143565500,121071093600.0,AMAZON
192.168.180.60,6933270387300,10133100,30714900,264101400,64763219700.0,SIMET
192.168.180.63,2929571431500,1169100,2498100,520652700,2769195900.0,TOR
192.168.180.64,71478239700,4800,7800,246000,580800.0,DEEZER
192.168.180.65,85199103600,21900,112500,3578100,8853300.0,MAIL_IMAPS
192.168.180.67,656830161600,974700,3510900,116468700,1940078400.0,NTP
192.168.180.68,158470359900,26400,57600,2474400,14916900.0,TelegramChat
192.168.180.7,96021125100,59400,105900,5226300,55233300.0,EASYTAXI
192.168.180.74,36127420800,38400,48900,6839400,33927000.0,MICROSOFT
192.168.180.75,36462838500,8700,33000,969600,2248800.0,INSTAGRAM
192.168.180.77,1507633128900,6848100,12168600,157614900,28308723300.0,IMAP
192.168.180.78,7365177950400,24366600,33881700,466696200,78679846500.0,VK
192.168.180.80,260946553800,1495200,2787000,43682400,6101727000.0,ORACLE
192.168.180.91,1247087509800,550500,2224800,26328300,3250593900.0,VK
192.168.180.96,70524079800,107100,126000,15324300,85098600.0,WINDOWS_UPDATE
192.168.180.98,867259719900,446700,2402700,35143500,2385769500.0,HTTP_CONNECT
192.168.190.120,117355375800,21000,27900,1794000,7453200.0,TelegramChat
192.168.190.131,492895812000,4142400,4615500,105788400,10931649000.0,APPLE_ITUNES
192.168.190.14,239018966100,34200,40200,2703600,6938700.0,FACEBOOK
192.168.190.153,36794962200,12600,24600,2577900,2985600.0,TWITTER
192.168.190.157,834274832400,160500,376200,35890200,231647700.0,WHOIS_DAS
192.168.190.175,75430005300,51000,45900,3497400,17485500.0,NTP
192.168.190.180,1155779936100,300000,958500,101959800,450567000.0,OPENSIGNAL
192.168.190.48,405001069500,56400,147600,12770700,31441500.0,SIMET
192.168.190.55,3956494800,7200,13200,873000,3201900.0,MQTT
192.168.190.75,960628705200,2655900,4257900,122287800,9089505000.0,DEEZER
192.168.190.80,64653187200,42000,139500,5263800,104253000.0,TelegramChat
192.168.190.94,30129336300,218400,748500,13767600,1221673500.0,OFFICE_365
192.168.195.19,6349893900,23100,45900,760500,103866300.0,GOOGLE
192.168.195.65,1015228838100,711600,1959900,32117700,2571798600.0,IP_ICMP
192.168.202.11,1175826380100,193200,174300,30795600,109824600.0,UNENCRYPED_JABBER
192.168.202.14,908668475100,193800,150300,22778100,158899500.0,OPENVPN
192.168.202.16,20958213300,79500,15000,70264500,34035000.0,HTTP_PROXY
192.168.202.4,2166101076600,10993500,5990100,514549800,6124049400.0,WHOIS_DAS
192.168.202.6,40421569500,27900,39300,1674600,64853400.0,UPNP
192.168.202.7,1295723895000,732900,235500,95064900,191357100.0,INSTAGRAM
192.168.202.75,90554141400,21900,15000,2017500,4547700.0,OPENSIGNAL
192.168.202.9,272297106300,1602300,2036700,23243100,3550528800.0,SSL_NO_CERT
192.168.205.105,4535901168900,12759900,10225500,831018900,18433876200.0,TelegramChat
192.168.205.130,2367571560900,2328900,2519400,435478800,2300382900.0,TOR
192.168.205.131,1195807635900,5302200,1293300,337613100,2280541800.0,ORACLE
192.168.205.135,3793150026300,30262800,7201500,815420400,15374294100.0,EDONKEY
192.168.211.35,753218722800,156300,270000,16156500,625599000.0,UNENCRYPED_JABBER
192.168.211.39,767097352200,273300,1366800,63114900,2220006000.0,TWITCH
192.168.211.41,466142100,6600,6600,1050000,3748800.0,SSL_NO_CERT
192.168.211.43,1861633296300,749100,1774200,187060500,847611900.0,MAIL_IMAPS
192.168.211.45,2396030700000,1160400,2721000,74528400,3285163500.0,SIMET
192.168.211.52,231125267100,39300,190500,6515700,207421500.0,SIMET
192.168.211.53,1678644040800,674100,1292400,46904400,1646548500.0,SSL
192.168.211.54,163224880800,187500,151500,14004300,15790200.0,CLOUDFLARE
192.168.211.55,2941227285600,1404600,1656300,91176000,2070161100.0,DROPBOX
192.168.220.10,17915561528400,15872100,48155100,985757400,111164518200.0,WHATSAPP
192.168.220.101,18628767600,55200,89100,6506100,12037500.0,MAIL_IMAPS
192.168.220.102,6203710875600,1382400,6426000,503672100,4501950300.0,CONTENT_FLASH
192.168.220.103,989838820500,94500,371400,5604000,42183300.0,SSH
192.168.220.104,765182921700,205200,362100,20244600,274703100.0,TWITCH
192.168.220.105,3790559268000,1296000,4789800,123537000,2600866200.0,UPNP
192.168.220.106,2461275900,35400,81900,1808100,65594100.0,CITRIX
192.168.220.107,131472265500,266400,1558800,26979900,1056429300.0,HTTP_DOWNLOAD
192.168.220.108,2122861690800,1684200,6884400,226264200,9050561100.0,VK
192.168.220.109,1646387425800,1735800,3968400,111194700,4602767400.0,MSSQL
192.168.220.11,2239527875700,298200,773700,34979700,57768300.0,ORACLE
192.168.220.151,4689480783300,3088500,12282000,232263000,15229569300.0,DEEZER
192.168.220.152,1102119253200,183900,653400,16542000,127819800.0,UNENCRYPED_JABBER
192.168.220.153,14747504316000,12092100,27513600,817821000,43707938700.0,UBUNTUONE
192.168.220.154,9802718837400,5147700,20169600,561857700,24537345000.0,OPENSIGNAL
192.168.220.155,4253843018700,4553400,13533300,208044300,22191240600.0,WHOIS_DAS
192.168.220.156,5295746576700,1649700,5534100,165338100,4122744000.0,TOR
192.168.220.158,2216064232800,602400,3907800,48018900,6012887100.0,MS_ONE_DRIVE
192.168.220.159,339103958700,130500,154200,11838600,140385600.0,SSL
192.168.220.161,5569550991900,739500,3387000,75432600,1563233100.0,FTP_DATA
192.168.220.162,2966535090000,783300,2706300,115679100,1963565700.0,SIMET
192.168.220.164,1804830459300,415200,503100,225758700,321604200.0,OPENSIGNAL
192.168.220.165,895164975900,101400,468000,8736000,53192400.0,TWITTER
192.168.220.167,4189148569800,2057700,5247300,194128200,9269460900.0,STARCRAFT
192.168.220.171,414877344000,2167500,2519700,63260400,4931713800.0,INSTAGRAM
192.168.220.173,129742581000,61800,146700,10796700,101106600.0,NTP
192.168.220.174,1664133447000,9527400,13017000,356766900,23479196100.0,IMAP
192.168.220.176,4846035662100,1787400,2832900,1725950400,708341100.0,DROPBOX
192.168.220.177,6861922394100,5108100,8771100,4297876200,3184185900.0,SKINNY
192.168.220.178,2462260360200,333600,555300,37258200,260416800.0,UNENCRYPED_JABBER
192.168.220.180,4974104824500,2637000,14226900,519966600,17782135500.0,UNENCRYPED_JABBER
192.168.220.182,652840015500,804600,2118600,21469200,4693934700.0,HTTP_DOWNLOAD
192.168.220.183,304993557300,38700,104700,10721100,18072900.0,OPENSIGNAL
192.168.220.185,3215896612200,1448100,2897700,269936700,1258423200.0,MSSQL
192.168.220.186,1898694531000,368100,1319700,40741800,1319146800.0,MS_ONE_DRIVE
192.168.220.187,5169466610400,3093900,8040900,201442800,10303730400.0,TWITCH
192.168.220.191,3445731123900,579000,1339200,58482000,226572000.0,NFS
192.168.220.4,920903164200,218700,342000,63416100,198990300.0,BitTorrent
192.168.220.5,4878038960100,11041800,16697400,2106732600,25377036600.0,SPOTIFY
192.168.220.52,2692557830400,3938400,8839800,1104589200,8461683300.0,IP_ICMP
192.168.29.13,39102089400,50100,32100,1988400,92733600.0,CLOUDFLARE
192.168.29.15,112703700,4800,0,138000,0.0,WAZE
192.168.29.16,7716530016000,2436300,1676700,258553800,1533069900.0,POP3
192.168.29.18,5893056374400,2153100,1248600,416846100,1206687600.0,DNS
192.168.29.3,1149674400,9600,9000,2916600,3637500.0,SPOTIFY
192.168.29.30,107621459100,39000,45000,8392500,19314600.0,HTTP_PROXY
192.168.29.32,11008816787100,5183700,4126800,489573000,6210474900.0,SKINNY
192.168.29.33,49598039100,180000,172200,42854700,113372100.0,APPLE
192.168.29.37,12408709245600,2924100,2053500,398584200,1543912200.0,CLOUDFLARE
192.168.29.39,350996404500,73800,63900,9200400,88387200.0,MQTT
192.168.29.4,20472564600,47400,28200,5636700,38569200.0,WAZE
192.168.29.41,8012114056800,34153500,31199400,874031700,56793087000.0,SSL_NO_CERT
192.168.29.43,38859751200,22500,20700,1874100,39936900.0,SKINNY
192.168.29.5,2443951833300,729300,666900,107393400,340734900.0,IMAP
192.168.29.55,2656604155500,7450200,8443200,336208500,20405999700.0,IMAP
192.168.29.56,7214954299800,26121300,29167800,532503600,68325756900.0,TOR
192.168.29.58,8260251816600,2522100,1167300,246253500,982125000.0,OFFICE_365
192.168.29.59,5152240804200,1645200,523500,186744600,319845600.0,UBUNTUONE
192.168.29.6,9074932726800,11121900,4923600,898131600,6278433900.0,EASYTAXI
192.168.31.10,7204300248900,5031600,11262600,647117400,15028002300.0,GMAIL
192.168.31.3,2342135974800,12162300,17946300,860704800,33462325200.0,OFFICE_365
192.168.31.4,379923990900,520500,759000,74590500,552360900.0,GOOGLE_MAPS
192.168.31.7,959921172000,186000,378600,18849000,22575600.0,APPLE
192.168.31.9,4179300,900,600,95700,1800.0,ORACLE
192.168.32.10,4705676937600,1540800,3660900,103855200,3516907800.0,NTP
192.168.32.101,2032899908400,3019800,4808100,180321300,4474044900.0,CONTENT_FLASH
192.168.32.105,855349499700,114600,89700,14240400,18116100.0,YAHOO
192.168.32.106,1933232899200,300900,379200,37049400,47019000.0,HTTP
192.168.32.108,5827213555800,5190300,12349500,906309000,13957362300.0,SSH
192.168.32.109,521637985200,507900,2226300,78261600,924510900.0,UBUNTUONE
192.168.32.11,5131825358700,2232600,3676200,137253000,2811418800.0,UBUNTUONE
192.168.32.110,2193949806600,721800,3993300,135960000,3207623700.0,VK
192.168.32.112,243745553400,66300,308400,12075600,73225200.0,HTTP
192.168.32.113,3970207601100,1712400,6071100,180737100,6560362800.0,INSTAGRAM
192.168.32.114,2317664602500,318600,581400,40965000,477001800.0,YAHOO
192.168.32.117,574596976500,259500,525600,130961700,343246200.0,IP_ICMP
192.168.32.119,412022100,6300,36000,830400,15339600.0,DNS
192.168.32.121,694483942200,352200,1006500,36655800,791305500.0,MQTT
192.168.32.122,6228758898000,2091300,6814800,398792100,5923026000.0,OFFICE_365
192.168.32.123,382787203500,294900,578100,34772100,480937200.0,TelegramChat
192.168.32.125,8716789085400,7076400,24344700,5265168000,28886869500.0,OSCAR
192.168.32.126,421420777200,72600,438900,15462300,236663100.0,DROPBOX
192.168.32.127,4654973049900,1287600,4763100,173792700,4205522400.0,SIMET
192.168.32.128,934644115800,83400,70800,12081300,15492000.0,WHOIS_DAS
192.168.32.129,462421004700,1468500,8986500,119446800,16851269400.0,MAIL_IMAPS
192.168.32.13,2102623240500,495000,583500,44833500,122522400.0,APPLE
192.168.32.131,1314822037800,4707600,6682500,62730900,13291927800.0,MSSQL
192.168.32.132,333967970400,615300,2448900,9028200,3492595800.0,STARCRAFT
192.168.32.133,424565715600,912000,1032300,81182400,1492233300.0,SPOTIFY
192.168.32.134,387323813700,451200,444000,97367400,201526200.0,VK
192.168.32.135,1445541564300,17700300,37115700,566097300,74846865300.0,SKINNY
192.168.32.138,458168975400,81600,323400,22689000,33848700.0,WIKIPEDIA
192.168.32.139,26739298500,71400,137100,9497400,63896700.0,FTP_DATA
192.168.32.140,7039100728800,12014700,13505700,361941600,34306526100.0,HTTP_PROXY
192.168.32.142,1016036353200,384600,450300,53182200,187028100.0,WAZE
192.168.32.15,4512949972500,10278900,34830900,1092258300,64127485800.0,DEEZER
192.168.32.150,2615331880800,16580700,17189100,292835400,41656208100.0,BitTorrent
192.168.32.161,3526396422600,1928700,3560400,210542400,8853049500.0,CONTENT_FLASH
192.168.32.17,5098172825700,2244300,4829400,236002200,4912726200.0,TWITTER
192.168.32.18,6257762590200,2235900,9157500,241278300,10204808100.0,HTTP_PROXY
192.168.32.2,1849102393800,1057500,2028600,113054400,1994758200.0,NFS
192.168.32.21,2600359493100,2638800,7997700,145712400,13592743500.0,MICROSOFT
192.168.32.22,7295616388800,1216800,2119800,145670400,857926800.0,SKYPE
192.168.32.26,690547318800,88200,429600,8131800,42294900.0,WIKIPEDIA
192.168.32.3,16428837665400,17364900,38189400,990092400,94800714000.0,SPOTIFY
192.168.32.32,3467341749300,13254900,10045500,284514300,19787841000.0,TWITCH
192.168.32.33,8614749033600,4958400,9614400,361639800,10276676100.0,WIKIPEDIA
192.168.32.35,1330145477400,326400,452700,90688500,185048100.0,UBUNTUONE
192.168.32.38,881744142000,128700,180000,12312000,15774300.0,IMAP
192.168.32.4,2194490501100,1862400,4578600,172888800,7835437200.0,GOOGLE
192.168.32.40,14301810401100,14132400,67850700,876997800,165090219600.0,SKYPE
192.168.32.41,413720592000,598500,1897200,114657000,208441200.0,CLOUDFLARE
192.168.32.42,3463231200,24600,25500,5564100,4406400.0,NFS
192.168.32.43,2357067049800,6111900,12009300,427983900,19850807100.0,WIKIPEDIA
192.168.32.44,586596895800,279900,432300,31122000,136687800.0,INSTAGRAM
192.168.32.46,3538317838200,7848600,37520400,371555400,79626370200.0,TOR
192.168.32.47,2572348506600,2083500,11233500,142093500,15959584800.0,CITRIX
